pmid	year	journal	author	title	queries	pubtype
42214888	2026	Redox Biol	Wang C	Targeting the Fra2/LCN2 axis attenuates PM(2.5)-aggravated asthma by suppressing M2 macrophage ferroptosis.	P13_lung_immune_chip;P1_lung_chip_tf;P2_lung_chip_disease	Journal Article
41997467	2026	Gene	Huang Y	SOX4 is a transcriptional activator for CTHRC1 in lung fibroblast activation.	P13_lung_immune_chip;P1_lung_chip_tf;P2_lung_chip_disease	Journal Article
41957137	2026	Br J Cancer	Sun S	Novel transcription factor zinc finger 514 suppresses lung adenocarcinoma progression and enhances cisplatin sensitivity via transcriptional repression of COL1A1.	P14_variant_tf_binding;P1_lung_chip_tf;P4_encode_cellline	Journal Article
41933932	2026	Adv Sci (Weinh)	Wang Y	DOT1L Drives Endothelial-to-Mesenchymal Transition and Fibrotic Vascular Remodeling via H3K79 Methylation.	P13_lung_immune_chip;P1_lung_chip_tf;P2_lung_chip_disease	Journal Article
41787591	2026	Eur J Med Res	Cai Y	Autophagy promotes the brain metastasis of cisplatin-resistant lung cancer cells through the KLF4/KLF2/IL15 signaling pathway.	P12_mouse_lung_chip;P1_lung_chip_tf;P4_encode_cellline	Journal Article
41736051	2026	J Exp Clin Cancer Res	Ma J	HOXA10 drives immune evasion in early lung adenocarcinoma by recruiting immunosuppressive macrophages via NF-κB/CCL2 signaling.	P12_mouse_lung_chip;P13_lung_immune_chip;P1_lung_chip_tf	Journal Article
41494651	2026	Am J Physiol Lung Cell Mol Physiol	Dasgupta D	Tumor necrosis factor α-induced endoplasmic reticulum stress promotes airway smooth muscle cell proliferation.	P13_lung_immune_chip;P1_lung_chip_tf;P2_lung_chip_disease	Journal Article
41407172	2026	Cell Signal	Wu W	RBP-J-mediated suppression of LINC00324 promotes ferroptosis via SLC3A2 in silica-induced pulmonary fibrosis.	P1_lung_chip_tf;P2_lung_chip_disease;P4_encode_cellline	Journal Article
41192649	2026	Biochim Biophys Acta Mol Basis Dis	Wu Y	HIF1α/PRDX1 axis drives pulmonary vascular remodeling through DRP1 DeSUMOylation and mitochondrial fragmentation.	P13_lung_immune_chip;P1_lung_chip_tf;P2_lung_chip_disease	Journal Article
41188062	2026	Immunology	Liu J	KDM5A: A Master Epigenetic Regulator of Th2 Immunity and Allergic Disease Pathogenesis.	P13_lung_immune_chip;P1_lung_chip_tf;P3_lung_tf_names	Journal Article
40999579	2026	Kaohsiung J Med Sci	Wang L	HOXA5 Suppresses NEK7-Mediated Alveolar Epithelial Pyroptosis in Acute Lung Injury by Transcriptionally Inhibiting KAT2A.	P12_mouse_lung_chip;P1_lung_chip_tf;P2_lung_chip_disease	Journal Article
42206677	2026	Biomol Biomed	Boonto T	ZNF469 drives TGF-β1/SMAD3-mediated extracellular matrix regulation in pulmonary fibrosis.	P13_lung_immune_chip;P2_lung_chip_disease;P3_lung_tf_names	Journal Article
41674542	2026	Pulm Circ	Chen L	LIN28B Aggravates the Inflammation in Sepsis-Induced Lung Injury by Stabilizing GATA6 mRNA and Upregulating TRAF6.	P13_lung_immune_chip;P2_lung_chip_disease;P3_lung_tf_names	Journal Article
42419672	2026	Eur J Pharmacol	Li S	GDF11 regulates hypoxia-induced pulmonary endothelial cell pyroptosis through SOX2/NLRP3 axis.	P12_mouse_lung_chip;P13_lung_immune_chip;P3_lung_tf_names	Journal Article
26484284	2015	Genom Data	Holik AZ	Transcriptome and H3K27 tri-methylation profiling of Ezh2-deficient lung epithelium.	P12_mouse_lung_chip;P1_lung_chip_tf	Journal Article
25192440	2015	Am J Respir Cell Mol Biol	Sharma S	Glucocorticoid genes and the developmental origins of asthma susceptibility and treatment response.	P12_mouse_lung_chip;P2_lung_chip_disease	Journal Article;Research Support, N.I.H., Extramural;Research Support, N.I.H., Intramural
26286207	2015	Lung	Noguchi S	Regulation of Gene Expression by Sodium Valproate in Epithelial-to-Mesenchymal Transition.	P2_lung_chip_disease;P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't
27076634	2016	J Biol Chem	Kadiyala V	Cistrome-based Cooperation between Airway Epithelial Glucocorticoid Receptor and NF-κB Orchestrates Anti-inflammatory Effects.	P1_lung_chip_tf;P3_lung_tf_names	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
27638768	2016	Biol Open	Dharmadhikari AV	Lethal lung hypoplasia and vascular defects in mice with conditional Foxf1 overexpression.	P12_mouse_lung_chip;P13_lung_immune_chip	Journal Article
26947080	2016	Cell Rep	Marshall CB	p73 Is Required for Multiciliogenesis and Regulates the Foxj1-Associated Gene Network.	P12_mouse_lung_chip;P15_direct_targets	Journal Article;Research Support, N.I.H., Extramural
29254206	2017	Oncotarget	Ciribilli Y	Oncogenomics of c-Myc transgenic mice reveal novel regulators of extracellular signaling, angiogenesis and invasion with clinical significance for human lung adenocarcinoma.	P12_mouse_lung_chip;P8_tf_perturb_rna	Journal Article
28351900	2017	Circulation	Leisegang MS	Long Noncoding RNA MANTIS Facilitates Endothelial Angiogenic Function.	P13_lung_immune_chip;P9_lung_ppi	Journal Article
29342503	2018	Arthritis Rheumatol	Dritsoula A	Molecular Basis for Dysregulated Activation of NKX2-5 in the Vascular Remodeling of Systemic Sclerosis.	P13_lung_immune_chip;P2_lung_chip_disease	Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't
28732646	2018	J Allergy Clin Immunol	Wang P	Phosphatase wild-type p53-induced phosphatase 1 controls the development of T(H)9 cells and allergic airway inflammation.	P12_mouse_lung_chip;P2_lung_chip_disease	Journal Article;Research Support, Non-U.S. Gov't
30932261	2019	Phytother Res	Cui Z	Eugenol inhibits non-small cell lung cancer by repressing expression of NF-κB-regulated TRIM59.	P14_variant_tf_binding;P1_lung_chip_tf	Journal Article
31548395	2019	Proc Natl Acad Sci U S A	Little DR	Transcriptional control of lung alveolar type 1 cell development and maintenance by NK homeobox 2-1.	P12_mouse_lung_chip;P1_lung_chip_tf	Journal Article;Research Support, N.I.H., Extramural
30358439	2019	Am J Physiol Lung Cell Mol Physiol	Saito S	HDAC8 inhibition ameliorates pulmonary fibrosis.	P13_lung_immune_chip;P2_lung_chip_disease	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
30579949	2019	Chemosphere	Ji X	Histone modification in the lung injury and recovery of mice in response to PM(2.5) exposure.	P12_mouse_lung_chip;P2_lung_chip_disease	Journal Article
31557407	2019	J Cell Mol Med	Swahn H	Coordinate regulation of ELF5 and EHF at the chr11p13 CF modifier region.	P2_lung_chip_disease;P3_lung_tf_names	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
31028762	2019	Metabolism	Yang T	YY1: A novel therapeutic target for diabetic nephropathy orchestrated renal fibrosis.	P12_mouse_lung_chip;P2_lung_chip_disease	Journal Article;Research Support, Non-U.S. Gov't
31322254	2019	Mol Med Rep	Liu R	TRIM67 promotes NF‑κB pathway and cell apoptosis in GA‑13315‑treated lung cancer cells.	P4_encode_cellline;P8_tf_perturb_rna	Journal Article
31884422	2019	Aging (Albany NY)	Namani A	Genome-wide global identification of NRF2 binding sites in A549 non-small cell lung cancer cells by ChIP-Seq reveals NRF2 regulation of genes involved in focal adhesion pathways.	P4_encode_cellline;P8_tf_perturb_rna	Journal Article;Research Support, Non-U.S. Gov't
31237749	2019	J Cell Mol Med	Yang W	Herbal formula Yangyinjiedu induces lung cancer cell apoptosis via activation of early growth response 1.	P15_direct_targets;P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't
30582451	2019	Circ Res	Miyagawa K	Smooth Muscle Contact Drives Endothelial Regeneration by BMPR2-Notch1-Mediated Metabolic and Epigenetic Changes.	P12_mouse_lung_chip;P13_lung_immune_chip	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
32571982	2020	Mol Cancer Res	Tian Y	NRF2-Driven KEAP1 Transcription in Human Lung Cancer.	P1_lung_chip_tf;P3_lung_tf_names	Journal Article;Research Support, Non-U.S. Gov't
33070289	2020	Chromosome Res	Miura M	CUT&RUN detects distinct DNA footprints of RNA polymerase II near the transcription start sites.	P1_lung_chip_tf;P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't
32573785	2020	Int J Cancer	Wu Y	Multi-omics analysis reveals the functional transcription and potential translation of enhancers.	P1_lung_chip_tf;P6_lung_3d	Journal Article;Research Support, Non-U.S. Gov't
31782890	2020	Mol Oncol	Hokari S	Comparative analysis of TTF-1 binding DNA regions in small-cell lung cancer and non-small-cell lung cancer.	P1_lung_chip_tf;P3_lung_tf_names	Journal Article;Research Support, Non-U.S. Gov't
32669118	2020	Genome Med	Szczepanski AP	ASXL3 bridges BRD4 to BAP1 complex and governs enhancer activity in small cell lung cancer.	P1_lung_chip_tf;P9_lung_ppi	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
32200471	2020	Mol Cell Biochem	Xiong YC	Overexpression of MYBL2 promotes proliferation and migration of non-small-cell lung cancer via upregulating NCAPH.	P15_direct_targets;P1_lung_chip_tf	Journal Article
32943060	2020	Cell Commun Signal	Li H	CLPTM1L induces estrogen receptor β signaling-mediated radioresistance in non-small cell lung cancer cells.	P1_lung_chip_tf;P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't
33455278	2020	ACS Biomater Sci Eng	Kiratipaiboon C	SOX2Mediates Carbon Nanotube-Induced Fibrogenesis and Fibroblast Stem Cell Acquisition.	P13_lung_immune_chip;P2_lung_chip_disease	Journal Article;Research Support, N.I.H., Extramural
32115750	2020	J Cell Biochem	Xiang Z	MeCP2 epigenetically regulates alpha-smooth muscle actin in human lung fibroblasts.	P13_lung_immune_chip;P2_lung_chip_disease	Journal Article;Research Support, N.I.H., Extramural
32179636	2020	J Immunol	Wang Z	Zhx2 Accelerates Sepsis by Promoting Macrophage Glycolysis via Pfkfb3.	P13_lung_immune_chip;P2_lung_chip_disease	Journal Article;Research Support, Non-U.S. Gov't
32493933	2020	Nat Commun	Cui L	Activation of JUN in fibroblasts promotes pro-fibrotic programme and modulates protective immunity.	P2_lung_chip_disease;P5_lung_atac_footprint	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
32961439	2020	Redox Biol	Coarfa C	Epigenetic response to hyperoxia in the neonatal lung is sexually dimorphic.	P12_mouse_lung_chip;P2_lung_chip_disease	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
33277858	2020	J BUON	Zang Q	GATA6 activated long non-coding RNA PCAT1 maintains stemness of non-small cell lung cancer by mediating FRK.	P12_mouse_lung_chip;P4_encode_cellline	Journal Article
33423291	2021	Clin Exp Immunol	Albers GJ	IRF5 regulates airway macrophage metabolic responses.	P13_lung_immune_chip;P1_lung_chip_tf	Journal Article;Research Support, Non-U.S. Gov't
35052581	2021	Antioxidants (Basel)	Bi Z	New Discoveries and Ambiguities of Nrf2 and ATF3 Signaling in Environmental Arsenic-Induced Carcinogenesis.	P1_lung_chip_tf;P3_lung_tf_names	Journal Article;Review
34712224	2021	Front Immunol	Cao S	The Transcription Factor FRA-1/AP-1 Controls Lipocalin-2 Expression and Inflammation in Sepsis Model.	P13_lung_immune_chip;P1_lung_chip_tf	Journal Article;Research Support, Non-U.S. Gov't
34260916	2021	Cell Rep	Hicks-Berthet J	Yap/Taz inhibit goblet cell fate to maintain lung epithelial homeostasis.	P12_mouse_lung_chip;P1_lung_chip_tf	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
34097859	2021	Exp Cell Res	Wang H	ZEB1 induces non-small cell lung cancer development by targeting microRNA-320a to increase the expression of RAD51AP1.	P12_mouse_lung_chip;P1_lung_chip_tf	Journal Article;Research Support, Non-U.S. Gov't
34774019	2021	BMC Cancer	Pan H	MicroRNA-1915-3p inhibits cell migration and invasion by targeting SET in non-small-cell lung cancer.	P15_direct_targets;P1_lung_chip_tf	Journal Article
34880752	2021	Front Pharmacol	Liu Y	Tetrandrine Modulates Rheb-mTOR Signaling-Mediated Selective Autophagy and Protects Pulmonary Fibrosis.	P13_lung_immune_chip;P2_lung_chip_disease	Journal Article
34352276	2021	Exp Cell Res	Hong H	Dexmedetomidine preconditioning ameliorates lung injury induced by pulmonary ischemia/reperfusion by upregulating promoter histone H3K4me3 modification of KGF-2.	P13_lung_immune_chip;P2_lung_chip_disease	Journal Article;Research Support, Non-U.S. Gov't
33917769	2021	Int J Mol Sci	Zhang H	Mechanisms Contributing to the Dysregulation of miRNA-124 in Pulmonary Hypertension.	P13_lung_immune_chip;P2_lung_chip_disease	Journal Article
33836606	2021	Proc Natl Acad Sci U S A	Masaki T	Aryl hydrocarbon receptor is essential for the pathogenesis of pulmonary arterial hypertension.	P13_lung_immune_chip;P2_lung_chip_disease	Journal Article;Research Support, Non-U.S. Gov't
33497841	2021	J Oral Biosci	Tanaka J	Sox9 function in salivary gland development.	P3_lung_tf_names;P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't;Review
34790744	2021	Ann Transl Med	Sha Z	Transcription factor CDX2 up-regulates proto-oncogenic miR-744 via a promoter activation mechanism in non-small-cell lung cancer.	P14_variant_tf_binding;P4_encode_cellline	Journal Article
34552866	2021	Front Oncol	Long J	A Functional Polymorphism in Accessible Chromatin Region Confers Risk of Non-Small Cell Lung Cancer in Chinese Population.	P4_encode_cellline;P5_lung_atac_footprint	Journal Article
33024270	2021	Br J Cancer	Siddiqui MA	Thymidylate synthase drives the phenotypes of epithelial-to-mesenchymal transition in non-small cell lung cancer.	P14_variant_tf_binding;P8_tf_perturb_rna	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
34774095	2021	Arthritis Res Ther	Ikawa T	Endothelial CCR6 expression due to FLI1 deficiency contributes to vasculopathy associated with systemic sclerosis.	P12_mouse_lung_chip;P13_lung_immune_chip	Journal Article;Research Support, Non-U.S. Gov't
33731112	2021	Respir Res	Lüdtke TH	Combined genomic and proteomic approaches reveal DNA binding sites and interaction partners of TBX2 in the developing lung.	P12_mouse_lung_chip;P15_direct_targets	Journal Article
34408010	2021	J Immunol	Fraszczak J	Severe Inflammatory Reactions in Mice Expressing a GFI1(P2A) Mutant Defective in Binding to the Histone Demethylase KDM1A (LSD1).	P12_mouse_lung_chip;P13_lung_immune_chip	Journal Article;Research Support, Non-U.S. Gov't
34428336	2021	J Cell Mol Med	Qian Q	MicroRNA-205-5p targets E2F1 to promote autophagy and inhibit pulmonary fibrosis in silicosis through impairing SKP2-mediated Beclin1 ubiquitination.	P12_mouse_lung_chip;P13_lung_immune_chip	Journal Article
35989621	2022	J Periodontal Res	Li X	Dec2 negatively regulates bone resorption in periodontitis.	P12_mouse_lung_chip;P1_lung_chip_tf	Journal Article
36221069	2022	Cell Mol Biol Lett	Li Y	LARRPM restricts lung adenocarcinoma progression and M2 macrophage polarization through epigenetically regulating LINC00240 and CSF1.	P13_lung_immune_chip;P1_lung_chip_tf	Journal Article
35932528	2022	Biochem Biophys Res Commun	Zhong F	Combinatorial transcriptional regulation of HEB/ZEB1/ASCL1 and MYBL2 on Ras/ErbB signaling.	P1_lung_chip_tf;P3_lung_tf_names	Journal Article;Research Support, Non-U.S. Gov't
35294885	2022	Cell Rep	Lewis AE	Tracheal separation is driven by NKX2-1-mediated repression of Efnb2 and regulation of endodermal cell sorting.	P1_lung_chip_tf;P3_lung_tf_names	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
36069232	2022	Oncol Rep	Huang Y	SOX2 regulates paclitaxel resistance of A549 non‑small cell lung cancer cells via promoting transcription of ClC‑3.	P1_lung_chip_tf;P4_encode_cellline	Journal Article
35427207	2022	Autophagy	Zhang J	ATF3 -activated accelerating effect of LINC00941/lncIAPF on fibroblast-to-myofibroblast differentiation by blocking autophagy depending on ELAVL1/HuR in pulmonary fibrosis.	P13_lung_immune_chip;P2_lung_chip_disease	Journal Article;Research Support, Non-U.S. Gov't
36386240	2022	Front Pharmacol	Zhu Q	Danshensu methyl ester enhances autophagy to attenuate pulmonary fibrosis by targeting lncIAPF-HuR complex.	P13_lung_immune_chip;P2_lung_chip_disease	Journal Article
35081007	2022	Am J Respir Crit Care Med	Manz XD	Epigenetic Modification of the von Willebrand Factor Promoter Drives Platelet Aggregation on the Pulmonary Endothelium in Chronic Thromboembolic Pulmonary Hypertension.	P13_lung_immune_chip;P2_lung_chip_disease	Journal Article
35453467	2022	Antioxidants (Basel)	Yang CC	HO-1 Upregulation by Kaempferol via ROS-Dependent Nrf2-ARE Cascade Attenuates Lipopolysaccharide-Mediated Intercellular Cell Adhesion Molecule-1 Expression in Human Pulmonary Alveolar Epithelial Cells.	P12_mouse_lung_chip;P2_lung_chip_disease	Journal Article
36456564	2022	Cell Death Discov	Gao Y	H3K27 tri-demethylase JMJD3 inhibits macrophage apoptosis by promoting ADORA2A in lipopolysaccharide-induced acute lung injury.	P13_lung_immune_chip;P2_lung_chip_disease	Journal Article
35615634	2022	Front Pediatr	Schilders KAA	Identification of SOX2 Interacting Proteins in the Developing Mouse Lung With Potential Implications for Congenital Diaphragmatic Hernia.	P12_mouse_lung_chip;P2_lung_chip_disease	Journal Article
35383125	2022	J Pharmacol Exp Ther	Zhang Y	Anisodamine Enhances Macrophage M2 Polarization through Suppressing G9a-Mediated Interferon Regulatory Factor 4 Silencing to Alleviate Lipopolysaccharide-Induced Acute Lung Injury.	P13_lung_immune_chip;P2_lung_chip_disease	Journal Article
35189144	2022	J Biol Chem	Bansal A	Interplay between nuclear factor-κB, p38 MAPK, and glucocorticoid receptor signaling synergistically induces functional TLR2 in lung epithelial cells.	P2_lung_chip_disease;P4_encode_cellline	Journal Article
35704651	2022	PLoS One	Feng S	Systematic characterization of the effective constituents and molecular mechanisms of Ardisiae Japonicae Herba using UPLC-Orbitrap Fusion MS and network pharmacology.	P10_global_ppi;P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't
