pmid	year	journal	author	title	queries	pubtype
29872551	2018	Oncoimmunology	Dockry É	Epigenetic induction of CD1d expression primes lung cancer cells for killing by invariant natural killer T cells.	P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't
30228179	2018	Cancer Discov	Yang D	Intertumoral Heterogeneity in SCLC Is Influenced by the Cell Type of Origin.	P5_lung_atac_footprint	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.
30131302	2018	Mol Ther	Sun Y	Disruption of Chromosomal Architecture of cox2 Locus Sensitizes Lung Cancer Cells to Radiotherapy.	P6_lung_3d	Journal Article;Research Support, Non-U.S. Gov't
30232004	2018	Cell Rep	Abraham CG	ΔNp63α Suppresses TGFB2 Expression and RHOA Activity to Drive Cell Proliferation in Squamous Cell Carcinomas.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
29912950	2018	PLoS One	Dompe N	A CRISPR screen identifies MAPK7 as a target for combination with MEK inhibition in KRAS mutant NSCLC.	P7_perturbseq	Journal Article;Research Support, Non-U.S. Gov't
30018747	2018	Oncotarget	Yoshida M	Development of an integrated CRISPRi targeting ΔNp63 for treatment of squamous cell carcinoma.	P7_perturbseq	Journal Article
29251177	2018	Cell Cycle	Lomert E	Co-expression of RelA/p65 and ACTN4 induces apoptosis in non-small lung carcinoma cells.	P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't
29307493	2018	Cell	Piazza I	A Map of Protein-Metabolite Interactions Reveals Principles of Chemical Communication.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't
29106664	2018	Nucleic Acids Res	Schmidt T	ProteomicsDB.	P10_global_ppi	Dataset;Journal Article;Research Support, Non-U.S. Gov't
29944780	2018	Curr Protoc Plant Biol	Altmann M	High-Quality Yeast-2-Hybrid Interaction Network Mapping.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't
30099871	2018	J Proteome Res	Omenn GS	Progress on Identifying and Characterizing the Human Proteome: 2018 Metrics from the HUPO Human Proteome Project.	P10_global_ppi	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Review
28782718	2018	J Proteomics	Crosara KTB	Merging in-silico and in vitro salivary protein complex partners using the STRING database: A tutorial.	P10_global_ppi	Journal Article;Review;Research Support, Non-U.S. Gov't
30421409	2018	Methods Mol Biol	Rizzetto S	Toward Large-Scale Computational Prediction of Protein Complexes.	P10_global_ppi	Journal Article
30118682	2018	Mol Cell	Penn BH	An Mtb-Human Protein-Protein Interaction Map Identifies a Switch between Host Antiviral and Antibacterial Responses.	P10_global_ppi	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
29317492	2018	J Biol Chem	Faraz M	A protein interaction network centered on leucine-rich repeats and immunoglobulin-like domains 1 (LRIG1) regulates growth factor receptors.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't
30280577	2018	J Proteome Res	Siddiqui O	Chromosome 17 Missing Proteins: Recent Progress and Future Directions as Part of the neXt-MP50 Challenge.	P10_global_ppi	Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S.
30713425	2018	Mol Vis	Harman JC	Comprehensive characterization of the adult ND4 Swiss Webster mouse retina: Using discovery-based mass spectrometry to decipher the total proteome and phosphoproteome.	P10_global_ppi	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
29414888	2018	Int J Mol Sci	Muñoz R	Mass Spectrometry-Based Proteomic Profiling of Thrombotic Material Obtained by Endovascular Thrombectomy in Patients with Ischemic Stroke.	P10_global_ppi	Journal Article
29921666	2018	mBio	de Assis LJ	Regulation of Aspergillus nidulans CreA-Mediated Catabolite Repression by the F-Box Proteins Fbx23 and Fbx47.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't
29632809	2018	FEBS Open Bio	Csősz É	Salivary proteome profiling of oral squamous cell carcinoma in a Hungarian population.	P10_global_ppi	Journal Article
30413482	2018	EMBO Rep	Oki S	ChIP-Atlas: a data-mining suite powered by full integration of public ChIP-seq data.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
29126285	2018	Nucleic Acids Res	Chèneby J	ReMap 2018: an updated atlas of regulatory regions from an integrative analysis of DNA-binding ChIP-seq experiments.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
29126249	2018	Nucleic Acids Res	Davis CA	The Encyclopedia of DNA elements (ENCODE): data portal update.	P11_catalogs	Journal Article;Research Support, N.I.H., Extramural
29140464	2018	Nucleic Acids Res	Kulakovskiy IV	HOCOMOCO: towards a complete collection of transcription factor binding models for human and mouse via large-scale ChIP-Seq analysis.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
30040077	2018	Sci Data	Fornes O	MANTA2, update of the Mongo database for the analysis of transcription factor binding site alterations.	P11_catalogs	Dataset;Journal Article;Research Support, Non-U.S. Gov't
29846656	2018	Nucleic Acids Res	Kiesel A	The BaMM web server for de-novo motif discovery and regulatory sequence analysis.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
28778663	2018	Mol Cell Endocrinol	Simandi Z	RXR heterodimers orchestrate transcriptional control of neurogenesis and cell fate specification.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
30416387	2018	Int J Biol Sci	Zeng J	TFmapper: A Tool for Searching Putative Factors Regulating Gene Expression Using ChIP-seq Data.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
29868600	2018	Front Nutr	Lamarine M	Fast and Accurate Approaches for Large-Scale, Automated Mapping of Food Diaries on Food Composition Tables.	P11_catalogs	Journal Article
29845246	2018	Int J Oncol	Zhang W	Exosome-mediated transfer of lncRNA RP11‑838N2.4 promotes erlotinib resistance in non-small cell lung cancer.	P12_mouse_lung_chip	Journal Article;Retracted Publication
29909489	2018	Clin Exp Metastasis	Millien G	ETS1 regulates Twist1 transcription in a Kras(G12D)/Lkb1(-/-) metastatic lung tumor model of non-small cell lung cancer.	P12_mouse_lung_chip	Journal Article;Research Support, U.S. Gov't, Non-P.H.S.
30287739	2018	Int J Mol Sci	Chuang HM	Non-Canonical Regulation of Type I Collagen through Promoter Binding of SOX2 and Its Contribution to Ameliorating Pulmonary Fibrosis by Butylidenephthalide.	P12_mouse_lung_chip	Journal Article
30154451	2018	Cell Death Dis	Li T	TGF-β1-SOX9 axis-inducible COL10A1 promotes invasion and metastasis in gastric cancer via epithelial-to-mesenchymal transition.	P12_mouse_lung_chip	Journal Article;Research Support, Non-U.S. Gov't
29855376	2018	J Exp Clin Cancer Res	Hao X	SOX30 is a key regulator of desmosomal gene suppressing tumor growth and metastasis in lung adenocarcinoma.	P12_mouse_lung_chip	Journal Article
30088830	2018	Br J Pharmacol	Cho RL	Haem oxygenase-1 up-regulation by rosiglitazone via ROS-dependent Nrf2-antioxidant response elements axis or PPARγ attenuates LPS-mediated lung inflammation.	P12_mouse_lung_chip	Journal Article;Research Support, Non-U.S. Gov't
29571895	2018	Toxicol Lett	Wang X	Low dose cadmium upregulates the expression of von Willebrand factor in endothelial cells.	P12_mouse_lung_chip	Journal Article
30135315	2018	JCI Insight	Sontake V	Wilms' tumor 1 drives fibroproliferation and myofibroblast transformation in severe fibrotic lung disease.	P13_lung_immune_chip	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.;Video-Audio Media
30591689	2018	Int J Mol Sci	Zheng T	IL-8 Secreted from M2 Macrophages Promoted Prostate Tumorigenesis via STAT3/MALAT1 Pathway.	P13_lung_immune_chip	Journal Article
29956161	2018	Methods Mol Biol	Harmacek LD	Library Preparation for ATAC-Sequencing of Mouse CD4+ T Cells Isolated from the Lung and Lymph Nodes After Helminth Infection.	P13_lung_immune_chip	Journal Article;Research Support, N.I.H., Extramural
30036873	2018	Cell Physiol Biochem	Xiong DD	The LncRNA NEAT1 Accelerates Lung Adenocarcinoma Deterioration and Binds to Mir-193a-3p as a Competitive Endogenous RNA.	P14_variant_tf_binding	Journal Article;Meta-Analysis
30250547	2018	Oncol Lett	Cui Y	Increased MALAT1 expression contributes to cisplatin resistance in non-small cell lung cancer.	P14_variant_tf_binding	Journal Article
29260980	2018	Pharm Biol	Peng YG	Baohuoside-I suppresses cell proliferation and migration by up-regulating miR-144 in melanoma.	P14_variant_tf_binding	Journal Article
30280775	2018	Eur Rev Med Pharmacol Sci	Wu JL	High expression of lncRNA MEG3 participates in non-small cell lung cancer by regulating microRNA-7-5p.	P14_variant_tf_binding	Journal Article
29133127	2018	Exp Cell Res	Guo D	Knockdown of LncRNA PVT1 inhibits tumorigenesis in non-small-cell lung cancer by regulating miR-497 expression.	P14_variant_tf_binding	Journal Article
30195880	2018	Phytomedicine	Zhang W	Curcumin enhances cisplatin sensitivity of human NSCLC cell lines through influencing Cu-Sp1-CTR1 regulatory loop.	P14_variant_tf_binding	Journal Article
30002193	2018	Mol Cancer Res	Caswell DR	Tumor Suppressor Activity of Selenbp1, a Direct Nkx2-1 Target, in Lung Adenocarcinoma.	P15_direct_targets	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.
29501727	2018	Cell Signal	Chen C	Sonic hedgehog signaling pathway promotes INSM1 transcription factor in neuroendocrine lung cancer.	P15_direct_targets	Journal Article;Research Support, Non-U.S. Gov't
30448056	2018	Biochem Biophys Res Commun	Qu R	LncRNA ZEB1-AS1/miR-409-3p/ZEB1 feedback loop is involved in the progression of non-small cell lung cancer.	P15_direct_targets	Journal Article;Research Support, Non-U.S. Gov't
29576613	2018	Oncogene	Monterisi S	HOXB7 overexpression in lung cancer is a hallmark of acquired stem-like phenotype.	P15_direct_targets	Journal Article;Research Support, Non-U.S. Gov't
30536319	2018	Eur Rev Med Pharmacol Sci	Zheng HE	MicroRNA-495 inhibits the progression of non-small-cell lung cancer by targeting TCF4 and inactivating Wnt/β-catenin pathway.	P15_direct_targets	Journal Article
30190333	2018	EMBO Mol Med	Insua-Rodríguez J	Stress signaling in breast cancer cells induces matrix components that promote chemoresistant metastasis.	P15_direct_targets	Journal Article;Research Support, Non-U.S. Gov't
29138830	2018	Mol Med Rep	Lei Z	miR‑185 inhibits non‑small cell lung cancer cell proliferation and invasion through targeting of SOX9 and regulation of Wnt signaling.	P15_direct_targets	Journal Article
29867080	2018	Mucosal Immunol	Xu C	High expression of Sonic hedgehog in allergic airway epithelia contributes to goblet cell metaplasia.	P15_direct_targets	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
29767254	2018	Mol Med Rep	Liu N	MicroRNA‑433 reduces cell proliferation and invasion in non‑small cell lung cancer via directly targeting E2F transcription factor 3.	P15_direct_targets	Journal Article;Retracted Publication
30314701	2018	Biochem Biophys Res Commun	Zamboni M	TTF-1/Nkx2.1 functional connection with mutated EGFR relies on LRIG1 and β-catenin pathways in lung cancer cells.	P15_direct_targets	Journal Article;Research Support, Non-U.S. Gov't
29138807	2018	Int J Oncol	Shi J	Role of LASP-1, a novel SOX9 transcriptional target, in the progression of lung cancer.	P15_direct_targets	Journal Article
30250575	2018	Oncol Lett	Zhang B	MicroRNA-153 suppresses human laryngeal squamous cell carcinoma migration and invasion by targeting the SNAI1 gene.	P15_direct_targets	Journal Article
31107524	2019	Endocrinology	Seow BKL	Identification of Betamethasone-Regulated Target Genes and Cell Pathways in Fetal Rat Lung Mesenchymal Fibroblasts.	P1_lung_chip_tf	Journal Article;Research Support, Non-U.S. Gov't
31141247	2019	Cell Biol Int	Zhou ZH	TCF19 contributes to cell proliferation of non-small cell lung cancer by inhibiting FOXO1.	P1_lung_chip_tf	Journal Article
30401956	2019	Lab Invest	Wu J	ZNF326 promotes proliferation of non-small cell lung cancer cells by regulating ERCC1 expression.	P1_lung_chip_tf	Journal Article;Research Support, Non-U.S. Gov't
30683132	2019	J Exp Clin Cancer Res	Fei LR	PRDM16 functions as a suppressor of lung adenocarcinoma metastasis.	P1_lung_chip_tf	Journal Article
31124131	2019	J Cell Physiol	Quan X	p53/miR-30a-5p/ SOX4 feedback loop mediates cellular proliferation, apoptosis, and migration of non-small-cell lung cancer.	P1_lung_chip_tf	Journal Article;Research Support, Non-U.S. Gov't
31408727	2019	Free Radic Biol Med	Kapetanaki MG	Free heme regulates placenta growth factor through NRF2-antioxidant response signaling.	P2_lung_chip_disease	Journal Article;Research Support, N.I.H., Extramural
30528088	2019	Mol Ther	Song X	lncITPF Promotes Pulmonary Fibrosis by Targeting hnRNP-L Depending on Its Host Gene ITGBL1.	P2_lung_chip_disease	Journal Article;Research Support, Non-U.S. Gov't
30130138	2019	Am J Respir Cell Mol Biol	Bai L	Glutaminolysis Epigenetically Regulates Antiapoptotic Gene Expression in Idiopathic Pulmonary Fibrosis Fibroblasts.	P2_lung_chip_disease	Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S.
30638745	2019	Neuron	Matsuda T	Pioneer Factor NeuroD1 Rearranges Transcriptional and Epigenetic Profiles to Execute Microglia-Neuron Conversion.	P3_lung_tf_names	Journal Article;Research Support, Non-U.S. Gov't
30899425	2019	Oncotarget	Ghosh C	Super-enhancers: novel target for pancreatic ductal adenocarcinoma.	P3_lung_tf_names	Journal Article
29878134	2019	Cereb Cortex	Liu Z	Sp9 Regulates Medial Ganglionic Eminence-Derived Cortical Interneuron Development.	P3_lung_tf_names	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
31588232	2019	Theranostics	Jiang G	Cooperativity of co-factor NR2F2 with Pioneer Factors GATA3, FOXA1 in promoting ERα function.	P3_lung_tf_names	Journal Article;Research Support, Non-U.S. Gov't
30165373	2019	Bioinformatics	Yamada N	Characterizing protein-DNA binding event subtypes in ChIP-exo data.	P3_lung_tf_names	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.
30620009	2019	Life Sci Alliance	Singh AA	Optimized ChIP-seq method facilitates transcription factor profiling in human tumors.	P3_lung_tf_names	Journal Article;Research Support, Non-U.S. Gov't
31084623	2019	Genome Biol	Holding AN	VULCAN integrates ChIP-seq with patient-derived co-expression networks to identify GRHL2 as a key co-regulator of ERa at enhancers in breast cancer.	P3_lung_tf_names	Evaluation Study;Journal Article;Research Support, Non-U.S. Gov't
32308830	2019	AMIA Annu Symp Proc	Diwadkar AR	Facilitating Analysis of Publicly Available ChIP-Seq Data for Integrative Studies.	P3_lung_tf_names	Journal Article
31628195	2019	J Biol Chem	Liu P	Differential and overlapping targets of the transcriptional regulators NRF1, NRF2, and NRF3 in human cells.	P3_lung_tf_names	Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S.
31120998	2019	PLoS One	Peng L	HoxA9 binds and represses the Cebpa +8 kb enhancer.	P3_lung_tf_names	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
31267532	2019	Allergy	Ruffner MA	Toll-like receptor 2 stimulation augments esophageal barrier integrity.	P4_encode_cellline	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
31885380	2019	J Vis Exp	Hu WY	Isolation of Stem-like Cells from 3-Dimensional Spheroid Cultures.	P4_encode_cellline	Journal Article;Research Support, N.I.H., Extramural;Video-Audio Media
30986261	2019	PLoS One	García-Sánchez A	PTGDR expression is upregulated through retinoic acid receptors (RAR) mechanism in allergy.	P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't
31122284	2019	J Exp Clin Cancer Res	Liang X	Inhibition of RNA polymerase III transcription by Triptolide attenuates colorectal tumorigenesis.	P4_encode_cellline	Journal Article
31131047	2019	Theranostics	Jiang L	HCP5 is a SMAD3-responsive long non-coding RNA that promotes lung adenocarcinoma metastasis via miR-203/SNAI axis.	P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't
31858547	2019	Eur Rev Med Pharmacol Sci	Xu JL	FOXF2 aggravates the progression of non-small cell lung cancer through targeting lncRNA H19 to downregulate PTEN.	P4_encode_cellline	Journal Article
31624471	2019	Cancer Cell Int	Ma D	KLF8 overexpression promotes the growth of human lung cancer cells by promoting the expression of JMJD2A.	P4_encode_cellline	Journal Article
31402092	2019	Am J Hum Genet	Chen Z	Identifying Putative Susceptibility Genes and Evaluating Their Associations with Somatic Mutations in Human Cancers.	P6_lung_3d	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
30444296	2019	Plant J	Sun W	The genome of the medicinal plant Andrographis paniculata provides insight into the biosynthesis of the bioactive diterpenoid neoandrographolide.	P6_lung_3d	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
31481541	2019	J Bacteriol	Qu J	Modulating Pathogenesis with Mobile-CRISPRi.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.
31138768	2019	Sci Signal	Lou K	KRAS(G12C) inhibition produces a driver-limited state revealing collateral dependencies.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
30815697	2019	Toxicol Sci	Sobh A	Functional Profiling Identifies Determinants of Arsenic Trioxide Cellular Toxicity.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
31416841	2019	Cancer Res	Vartanian S	ERBB3 and IGF1R Signaling Are Required for Nrf2-Dependent Growth in KEAP1-Mutant Lung Cancer.	P7_perturbseq	Journal Article
31604991	2019	Sci Rep	Gul N	The MTH1 inhibitor TH588 is a microtubule-modulating agent that eliminates cancer cells by activating the mitotic surveillance pathway.	P7_perturbseq	Journal Article;Research Support, Non-U.S. Gov't
31741433	2019	Elife	Zeng H	Genome-wide CRISPR screening reveals genetic modifiers of mutant EGFR dependence in human NSCLC.	P7_perturbseq	Journal Article
31294695	2019	Elife	Kabir S	The CUL5 ubiquitin ligase complex mediates resistance to CDK9 and MCL1 inhibitors in lung cancer cells.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
30527810	2019	Biochem Biophys Res Commun	Rago F	Degron mediated BRM/SMARCA2 depletion uncovers novel combination partners for treatment of BRG1/SMARCA4-mutant cancers.	P7_perturbseq	Journal Article
31341204	2019	Sci Rep	Hollern DP	E2F1 Drives Breast Cancer Metastasis by Regulating the Target Gene FGF13 and Altering Cell Migration.	P8_tf_perturb_rna	Journal Article;Research Support, N.I.H., Extramural
31819116	2019	Sci Rep	Xu W	Integrative proteomics and phosphoproteomics in pulmonary arterial hypertension.	P9_lung_ppi	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
31228215	2019	Cancer Sci	Kotani N	Proximity proteomics identifies cancer cell membrane cis-molecular complex as a potential cancer target.	P9_lung_ppi	Journal Article
30615629	2019	PLoS One	Bansal M	Elucidating synergistic dependencies in lung adenocarcinoma by proteome-wide signaling-network analysis.	P9_lung_ppi	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
31331330	2019	J Transl Med	Zhang L	Revealing the pathogenic changes of PAH based on multiomics characteristics.	P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't
30133175	2019	Curr Protoc Protein Sci	Paiano A	Yeast Two-Hybrid Assay to Identify Interacting Proteins.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't;Review
31249591	2019	Front Genet	Hawe JS	Inferring Interaction Networks From Multi-Omics Data.	P10_global_ppi	Journal Article;Review
31347048	2019	Adv Exp Med Biol	Yakubu RR	The Methods Employed in Mass Spectrometric Analysis of Posttranslational Modifications (PTMs) and Protein-Protein Interactions (PPIs).	P10_global_ppi	Journal Article;Review
31227708	2019	Nat Commun	Happonen L	A quantitative Streptococcus pyogenes-human protein-protein interaction map reveals localization of opsonizing antibodies.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't
32457940	2019	ACM BCB	Lugo-Martinez J	Integration of Heterogeneous Experimental Data Improves Global Map of Human Protein Complexes.	P10_global_ppi	Journal Article
31814986	2019	Hortic Res	Wang X	Global analysis of lysine succinylation in patchouli plant leaves.	P10_global_ppi	Journal Article
30630894	2019	J Cell Sci	Li Y	The N-cadherin interactome in primary cardiomyocytes as defined using quantitative proximity proteomics.	P10_global_ppi	Journal Article;Research Support, N.I.H., Extramural
31612721	2019	J Proteome Res	Lee SY	SAAVpedia: Identification, Functional Annotation, and Retrieval of Single Amino Acid Variants for Proteogenomic Interpretation.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't
31344497	2019	J Proteomics	Xing L	A comprehensive atlas of lysine acetylome in onion thrips (Thrips tabaci Lind.) revealed by proteomics analysis.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't
30831195	2019	Cell Signal	Li YQ	Regulation of endothelial cell survival and death by the MAP kinase/ERK kinase kinase 3 - glyceraldehyde-3-phosphate dehydrogenase signaling axis.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't
31405957	2019	Infect Immun	Olson MG	Proximity Labeling To Map Host-Pathogen Interactions at the Membrane of a Bacterium-Containing Vacuole in Chlamydia trachomatis-Infected Human Cells.	P10_global_ppi	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
30517703	2019	Nucleic Acids Res	Gheorghe M	A map of direct TF-DNA interactions in the human genome.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
30445619	2019	Nucleic Acids Res	Yevshin I	GTRD: a database on gene transcription regulation-2019 update.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
31751002	2019	Curr Protoc Bioinformatics	Jou J	The ENCODE Portal as an Epigenomics Resource.	P11_catalogs	Journal Article;Research Support, N.I.H., Extramural
30462313	2019	Nucleic Acids Res	Zheng R	Cistrome Data Browser: expanded datasets and new tools for gene regulatory analysis.	P11_catalogs	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
31465497	2019	PLoS One	Kolmykov SK	Population size estimation for quality control of ChIP-Seq datasets.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
30737237	2019	Genome Res	Zhou B	Comprehensive, integrated, and phased whole-genome analysis of the primary ENCODE cell line K562.	P11_catalogs	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.
31161194	2019	Bioinformatics	Zhou J	MTTFsite: cross-cell type TF binding site prediction by using multi-task learning.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
30773865	2019	Zhen Ci Yan Jiu	Xu DS	[A new attempt of re-mapping acupoint atlas in the rat].	P11_catalogs	Journal Article
31379814	2019	Front Immunol	Wang B	Prognostic Significance of Potential Immune Checkpoint Member HHLA2 in Human Tumors: A Comprehensive Analysis.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
30658436	2019	Cancers (Basel)	Ting CH	FOSB⁻PCDHB13 Axis Disrupts the Microtubule Network in Non-Small Cell Lung Cancer.	P12_mouse_lung_chip	Journal Article
30628670	2019	Int J Oncol	Sang Y	Histone deacetylase 7 inhibits plakoglobin expression to promote lung cancer cell growth and metastasis.	P12_mouse_lung_chip	Journal Article
30934992	2019	J Clin Med	Lin CC	CO-Releasing Molecule-2 Induces Nrf2/ARE-Dependent Heme Oxygenase-1 Expression Suppressing TNF-α-Induced Pulmonary Inflammation.	P12_mouse_lung_chip	Journal Article
29884909	2019	Lab Invest	Wang Y	ZBTB46 is a shear-sensitive transcription factor inhibiting endothelial cell proliferation via gene expression regulation of cell cycle proteins.	P12_mouse_lung_chip	Journal Article;Research Support, N.I.H., Extramural
31119153	2019	Biomed Res Int	Stock CJW	Bromodomain and Extraterminal (BET) Protein Inhibition Restores Redox Balance and Inhibits Myofibroblast Activation.	P13_lung_immune_chip	Journal Article
30894058	2019	Autophagy	Laha D	KLF2 (kruppel-like factor 2 [lung]) regulates osteoclastogenesis by modulating autophagy.	P13_lung_immune_chip	Journal Article;Research Support, N.I.H., Extramural
30994266	2019	Immun Inflamm Dis	Kanagalingam T	IL-2 modulates Th2 cell responses to glucocorticosteroid: A cause of persistent type 2 inflammation?	P13_lung_immune_chip	Journal Article;Research Support, Non-U.S. Gov't
30911072	2019	Cell Death Dis	Yuan W	TAZ sensitizes EGFR wild-type non-small-cell lung cancer to gefitinib by promoting amphiregulin transcription.	P13_lung_immune_chip	Journal Article;Research Support, Non-U.S. Gov't
30885360	2019	Adv Cancer Res	Bacolod MD	Pathways- and epigenetic-based assessment of relative immune infiltration in various types of solid tumors.	P13_lung_immune_chip	Journal Article;Research Support, Non-U.S. Gov't
31115562	2019	Oncol Rep	Xia Y	miR‑497 suppresses malignant phenotype in non‑small cell lung cancer via targeting KDR.	P14_variant_tf_binding	Journal Article
30995936	2019	Biol Res	He Y	PELI3 mediates pro-tumor actions of down-regulated miR-365a-5p in non-small cell lung cancer.	P14_variant_tf_binding	Journal Article
31492847	2019	Oncogenesis	Yang Y	Reciprocal regulatory mechanism between miR-214-3p and FGFR1 in FGFR1-amplified lung cancer.	P14_variant_tf_binding	Journal Article
31010333	2019	Artif Cells Nanomed Biotechnol	Zhang L	Long noncoding RNA LINC-PINT inhibits non-small cell lung cancer progression through sponging miR-218-5p/PDCD4.	P14_variant_tf_binding	Journal Article;Retracted Publication
31252267	2019	Biomed Pharmacother	Jiao P	SNHG14 silencing suppresses the progression and promotes cisplatin sensitivity in non-small cell lung cancer.	P14_variant_tf_binding	Journal Article
31561125	2019	Mol Ther Nucleic Acids	Li C	Crosstalk of mRNA, miRNA, lncRNA, and circRNA and Their Regulatory Pattern in Pulmonary Fibrosis.	P14_variant_tf_binding	Journal Article
31819489	2019	Onco Targets Ther	Yang Y	RRM2 Regulated By LINC00667/miR-143-3p Signal Is Responsible For Non-Small Cell Lung Cancer Cell Progression.	P14_variant_tf_binding	Journal Article
30569167	2019	Mol Med Rep	Sun J	MiR‑495 suppresses cell proliferation by directly targeting HMGA2 in lung cancer.	P14_variant_tf_binding	Journal Article
31825519	2019	Folia Histochem Cytobiol	Meng L	MiR-539-5p alleviates sepsis-induced acute lung injury by targeting ROCK1.	P14_variant_tf_binding	Journal Article
31114230	2019	Onco Targets Ther	Sun H	FAM111B, a direct target of p53, promotes the malignant process of lung adenocarcinoma.	P15_direct_targets	Journal Article
29615147	2019	Oncol Res	Dou L	miR-223-5p Suppresses Tumor Growth and Metastasis in Non-Small Cell Lung Cancer by Targeting E2F8.	P15_direct_targets	Journal Article
30703266	2019	Stem Cells	Xu W	FOXD3 Suppresses Tumor-Initiating Features in Lung Cancer via Transcriptional Repression of WDR5.	P15_direct_targets	Journal Article;Research Support, Non-U.S. Gov't
30727918	2019	Anticancer Agents Med Chem	Akgun S	NF-κB-Induced Upregulation of miR-548as-3p Increases Invasion of NSCLC by Targeting PTEN.	P15_direct_targets	Journal Article;Research Support, Non-U.S. Gov't
30679988	2019	Exp Ther Med	Zhao D	MicroRNA-361-3p regulates retinoblastoma cell proliferation and stemness by targeting hedgehog signaling.	P15_direct_targets	Journal Article
31150989	2019	Biomed Pharmacother	An YX	STAT3-induced long noncoding RNA LINC00668 promotes migration and invasion of non-small cell lung cancer via the miR-193a/KLF7 axis.	P15_direct_targets	Journal Article
30942957	2019	FEBS J	Li X	MicroRNA-520c-3p functions as a novel tumor suppressor in lung adenocarcinoma.	P15_direct_targets	Journal Article;Research Support, Non-U.S. Gov't
31106044	2019	PeerJ	Liu Y	Integrated analysis reveals five potential ceRNA biomarkers in human lung adenocarcinoma.	P15_direct_targets	Journal Article
