TF,Gene,Control.AT1_niche_1,Control.AT1_niche_2,Control.AT2,Control.Adventitial_FBs,Control.Alveolar_Macrophages_niche_1,Control.Alveolar_Macrophages_niche_2,Control.Arteriole,Control.Inflammatory_FBs,Control.Mesothelial,Control.Monocytes_MDMs,Control.Multiciliated,Control.Proliferating_AT2,Control.Proliferating_NK_NKT,Control.SPP1pos_Macrophages,Control.Secretory,Control.Transitional_AT2,IPF.AT1_niche_1,IPF.AT1_niche_2,IPF.AT2,IPF.Activated_Fibrotic_FBs_niche_1,IPF.Activated_Fibrotic_FBs_niche_2,IPF.Adventitial_FBs,IPF.Alveolar_Macrophages_niche_1,IPF.Alveolar_Macrophages_niche_2,IPF.Arteriole,IPF.B,IPF.Basal,IPF.CD4pos_T,IPF.CD8pos_T,IPF.Capillary,IPF.Goblet,IPF.Inflammatory_FBs,IPF.KRT5neg_KRT17pos_niche_1,IPF.KRT5neg_KRT17pos_niche_2,IPF.Lymphatic,IPF.Mesothelial,IPF.Multiciliated,IPF.Proliferating_AT2,IPF.Proliferating_NK_NKT,IPF.SMCs_Pericytes,IPF.SPP1pos_Macrophages,IPF.Secretory,IPF.Subpleural_FBs,IPF.Transitional_AT2,IPF.Tregs
IRF1,PHF11,0.0024262324,0.0031195222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002944465,0.002475345,0.0,0.0,0.0071945675,0.0020493125,0.012027207,0.0026676746,0.0043567885,0.0,0.0,0.0,0.0,0.0,0.0124650495,0.0,0.0,0.0,0.0,0.0,0.002613026,0.0,0.0057117045,0.0016219334,0.0036655753,0.01146843,0.004015346,0.0,0.0,0.0,0.0,0.0063628885,0.0,0.0033817955,0.0
IRF1,PIM1,0.0052467934,0.0,0.0,0.0,0.007583076,0.0,0.0047012405,0.0,0.0,0.020663353,0.0,0.0,0.408938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03240795,0.0031534971,0.0,0.0,0.0,0.003034033,0.0,0.0,0.0,0.0,0.0,0.098119296,0.0,0.0,0.0,0.0,0.0,0.06353461
IRF1,PIP4K2A,0.0009242321,0.0,0.0,0.0,0.0,0.0,0.0049985414,0.0,0.0,0.046634145,0.00037368436,0.0,0.241618,0.0,0.00046068116,0.0,0.0016731482,0.0,0.0,0.001258356,0.0,0.0,0.0,0.014064884,0.013672501,0.0,0.0,0.06236923,0.06906905,0.0162748,0.0,0.004817994,0.00040223694,0.0,0.0013826959,0.0,0.0020309165,0.0,0.21998644,0.0022124718,0.0035415282,0.0,0.0,0.00080394663,0.08087405
IRF1,PITPNC1,0.0,0.0,0.0,0.0,0.009703382,0.0009131764,0.012128113,0.0,0.0,0.038943436,0.0,0.0006274366,0.18261713,0.012908833,0.0008269419,0.0,0.0,0.0010848193,0.00055732956,0.0,0.0,0.0,0.01659862,0.012423543,0.033763178,0.0,0.0,0.04858697,0.07838212,0.046518065,0.0013482209,0.0,0.0012357965,0.0,0.0019128443,0.0035956493,0.00065416325,0.0,0.17713876,0.0054791574,0.0074925595,0.00073893316,0.0033476844,0.00074270606,0.03879143
IRF1,POU2F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018426901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052015744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF1,PPP1R16B,0.0,0.0,0.0,0.0,0.0,0.0,0.0027092479,0.0,0.0,0.005434474,0.0,0.0,0.07224797,0.0,0.0004766614,0.0,0.0,0.0,0.0,0.0,0.0,0.0006821288,0.0003726498,0.0009939702,0.0115450155,0.0023877209,0.0,0.08132107,0.11938766,0.006213173,0.005881053,0.0,0.0,0.0,0.0029799961,0.0028064777,0.0010416954,5.373595e-05,0.21220161,0.0,0.001720541,0.0,0.0,0.0005292008,0.08246762
IRF1,PPP2R5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28637275,0.0,0.0,0.0,0.0,0.0,0.0
IRF1,PPP2R5C,0.009137904,0.0,0.0,0.00053654343,0.010573413,0.003822073,0.0,0.0,0.0,0.0057398574,0.0014780558,0.0,0.057926364,0.0,0.0,0.0,0.01947026,0.0026880503,0.0021129453,0.0,0.0,0.002208454,0.0076944805,0.005758148,0.0,0.0,0.0,0.0,0.03431535,0.0,0.0,0.0013123493,0.0024509951,0.0,0.003745243,0.0071414537,0.0032129085,0.0,0.0,0.0,0.0,0.0052684294,0.0,0.001822426,0.0
IRF1,PREX1,0.0,0.0,0.0,0.0,0.0,0.0,0.01128909,0.0,0.0,0.0,0.0,0.0,0.08606375,0.016772395,0.0,0.0,0.0,0.0,0.0,0.0007513371,0.0,0.0,0.0,0.0030940264,0.053759787,0.0,0.0,0.0,0.009954727,0.08951978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13554144,0.0,0.0,0.0,0.0,0.0,0.02639223
IRF1,PRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2869001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032592904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2032986,0.0,0.0,0.0,0.0,0.0,0.0
IRF1,PRKCB,0.0,8.008381e-05,0.0,0.0,0.00467384,0.0013661296,0.00055826025,0.0,9.535345e-05,0.07748666,0.0,0.000110053195,0.0,0.037025023,5.3425352e-05,8.6968146e-05,0.0,4.5763984e-05,4.705814e-05,0.0,0.0,0.0,0.0011374917,0.0033885764,0.0016962007,0.007078197,0.0,0.0,0.011588167,0.00106411,0.00023037576,0.0015173702,4.0794373e-05,0.0,0.00018732224,0.00020564122,0.00012573584,0.0,0.0666982,0.0026884105,0.008123448,0.00013660466,0.0,9.0332636e-05,0.02417643
IRF1,PRKCQ,0.0019843306,0.0,0.0,0.0,0.00094680785,0.00027399417,0.0,0.0,0.0,0.0,0.00031962583,0.0,0.0,0.0,0.0,0.0,0.0037576125,0.0,0.0006288841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00068538525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08830647
IRF1,PTPN22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0527362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF1,PYHIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00095662294,0.0,0.0,0.0,0.0,0.0,0.0,0.17517921,0.0,0.00064935564,0.0,0.0,0.0,0.0
IRF1,RAP1B,0.007902103,0.0018495432,0.0,0.0,0.19755322,0.043399673,0.010827942,0.0,0.0009244905,0.1733356,0.0026198702,0.00070911046,0.21614394,0.051187128,0.009003646,0.0016235323,0.019877866,0.0060391035,0.0025210031,0.00117725,0.0,0.0042914334,0.1361563,0.09060062,0.076689504,0.0042568296,0.0,0.07171146,0.035868615,0.016384495,0.0058693057,0.011588066,0.0028118272,0.0011873181,0.012909386,0.021021359,0.009069715,0.0015365618,0.5259634,0.003852709,0.10720737,0.0053758775,0.001528359,0.006092353,0.07986567
IRF1,RASAL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044366483,0.0,0.0,0.29692903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022635793,0.0,0.0,0.074565865,0.06818571,0.042188454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09934429,0.0,0.0055624293,0.0,0.0,0.0,0.047746927
IRF1,RESF1,0.0,0.0,0.0,0.0,0.0056658187,0.0046252315,0.0047012405,0.0,0.0,0.03558051,0.0,0.0,0.0,0.020429244,0.002125825,0.0,0.0,0.0004189952,0.0004036852,0.0,0.0,0.0,0.0077416785,0.0,0.017890051,0.0,0.0,0.12009645,0.037354928,0.011599912,0.0,0.0018862466,0.0014990034,0.0,0.0,0.0,0.0,0.00023487753,0.07797849,0.0,0.006762438,0.0,0.0,0.0,0.09220372
IRF1,RGS14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023107404,0.028065681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041764304
IRF1,RIN3,0.000115953655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011292298,0.0,0.0,0.0,0.0,0.0,0.0,0.0017512226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF1,RIPOR2,0.0012307889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050491225,0.0,0.0,0.20056637,0.0,0.0,0.0,0.0,0.0,0.002666028,0.0,0.0,0.0,0.001543681,0.0051600337,0.017137302,0.0,0.0,0.078921385,0.018683303,0.0,0.0,0.0,0.0,0.0,0.0037254815,0.0072499155,0.0,0.0,0.1467984,0.0,0.002977014,0.0,0.0,0.0,0.087891966
IRF1,RPL18A,0.0012785913,0.0005768221,0.0,0.0007876684,0.045939006,0.010177153,0.0036201403,0.0,0.0,0.04736643,0.003542966,0.0,0.10685461,0.0065847132,0.0,0.0008991754,0.0034466714,0.0009380773,0.0,0.0,0.0,0.0,0.008592957,0.005190371,0.011513657,0.0,0.0,0.0,0.0,0.009349702,0.0,0.0008477658,0.0,0.0,0.0,0.0,0.0019615511,0.0,0.0,0.0,0.010023992,0.0032541214,0.0,0.0,0.0
IRF1,RPL36AL,0.0,0.0,0.0,0.0,0.0,0.01219104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF1,RPL37,0.0018117025,0.0,0.0,0.0031594078,0.013113878,0.0,0.0,0.0,0.0020427683,0.014312567,0.0,0.0024786394,0.20666587,0.0,0.0,0.0,0.008223131,0.0042193006,0.0037938985,0.0,0.0,0.005121099,0.003515338,0.0027572482,0.019787947,0.0,0.0,0.077964775,0.0,0.0,0.0,0.0056756805,0.0015280496,0.0010099307,0.012975568,0.01971953,0.0015916555,0.0,0.37255418,0.010193893,0.0056292797,0.0027924348,0.0,0.0,0.11891924
IRF1,RPL41,0.0020344206,0.0,0.0,0.0,0.06400604,0.02815332,0.0023280936,0.0,0.0,0.043617368,0.0026892335,0.00044402794,0.12246964,0.011983596,0.0031438856,0.0,0.004129515,0.0011866984,0.00091508793,0.00056394783,0.0,0.0,0.005724785,0.0030970077,0.0053856443,0.00827911,0.0,0.11239539,0.06480529,0.0,0.00086786546,0.0,0.0,0.0,0.0031440398,0.0,0.0,0.0008858973,0.2681998,0.0,0.01767676,0.0011750299,0.0,0.0,0.05371006
IRF1,RPS11,0.0069949618,0.003976719,0.0,0.003646683,0.03153758,0.0082813455,0.015315132,0.0,0.0027720125,0.025374508,0.0026034024,0.0018789783,0.09430909,0.0065787467,0.00394445,0.0060061705,0.017623274,0.0051757395,0.00444212,0.0,0.0,0.003965638,0.010702288,0.005698726,0.009319604,0.011404036,0.0,0.11963308,0.08209619,0.009882416,0.0010356009,0.005511364,0.0029915653,0.0,0.017110676,0.023303619,0.0030595325,0.0,0.28268325,0.006981613,0.020421095,0.0075286864,0.0018078872,0.0048596184,0.06970845
IRF1,RPS14,0.0030727442,0.0,0.0,0.0,0.023949156,0.0,0.0113079045,0.0,0.0,0.025741925,0.0,0.0007906657,0.16545443,0.010479322,0.00213685,0.0,0.001862998,0.0,0.0015167511,0.0005052073,0.0,0.0,0.004189203,0.0054913247,0.014357349,0.015269401,0.0,0.13043159,0.12288432,0.02721199,0.0,0.0056142034,0.0012413203,0.0,0.0050835423,0.014255557,0.00062190497,0.0,0.44147816,0.026400171,0.0,0.0024438908,0.0005852496,0.0051736934,0.09230503
IRF1,RPS15,0.0,0.0,0.0,0.0,0.027203579,0.013773576,0.0042113536,0.0,0.0,0.05239075,0.0013190594,0.0,0.10744886,0.010143925,0.0,0.0012381197,0.0,0.0,0.0,0.0,0.0,0.0,0.0070497235,0.0040314016,0.0050611803,0.0,0.0,0.05871142,0.036705665,0.005520054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110258915,0.0,0.011184104,0.0,0.0,0.0,0.060251918
IRF1,RPS8,0.0028338933,0.0,0.0,0.0025736047,0.0,0.0,0.0,0.0,0.0,0.035477277,0.0,0.0022126262,0.0,0.0,0.0,0.0,0.0064963843,0.001680162,0.0,0.0,0.0,0.0,0.0,0.0069197603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006224452,0.018856842,0.0016043962,0.0,0.0,0.0,0.0,0.0032065357,0.0,0.004922226,0.0
IRF1,RUNX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07197973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006597461,0.0020525588,0.0,0.0,0.039437722,0.05559623,0.002118973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28637275,0.0,0.0011457019,0.0,0.0,0.0,0.015264702
IRF1,SAMD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17554185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029469868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2006643,0.0,0.0013154979,0.0,0.0,0.0,0.027561625
IRF1,SELPLG,0.0,0.0,0.0,0.0,0.08363622,0.016352886,0.0,0.0,0.0,0.117173575,0.0,0.0,0.11372031,0.018659845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035374876,0.016118586,0.0,0.0,0.0,0.04971143,0.06712105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26803333,0.0,0.017921846,0.0,0.0,0.0,0.0
IRF1,SEPTIN6,0.0,0.0,0.0,0.0,0.012521239,0.0022844751,0.0,0.0,0.0,0.028233377,0.00012200932,0.00018804673,0.062487926,0.0043840045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008992743,0.0013035747,0.0014524119,0.0020078302,0.0,0.077856906,0.0,0.0031603843,0.0,0.0004508548,0.0,0.0,0.0,0.0,0.0,0.0,0.26060605,0.0006446514,0.013549171,0.0,0.0,0.0,0.13322912
IRF1,SEPTIN7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074945316,0.0,0.0033227156,0.123399876,0.011819482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008898106,0.0,0.011716892,0.0,0.0,0.0,0.0,0.026818072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035263791,0.0,0.11777741,0.0,0.01194839,0.0,0.0,0.0,0.0
IRF1,SIK3,0.0,0.0,0.0,0.0,0.022235733,0.0,0.0,0.0,0.0,0.0,0.004953706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF1,SIPA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09071159,0.0,0.0,0.20227864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016893568,0.0,0.0,0.00903691,0.01370275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3011353,0.0052670995,0.0,0.0,0.0,0.0,0.02422481
IRF1,SLA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11473874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017294843,0.07649355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2621712,0.0,0.0,0.0,0.0,0.0,0.047004506
IRF1,SLAMF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040652856,0.0,0.0,0.18615977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008271486,0.0,0.0,0.010156469,0.0,0.0013429049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25901574,0.0,0.015022864,0.0,0.0,0.0,0.021592518
IRF1,SORL1,0.0,0.0,0.0,0.0,0.015335575,0.0016206955,0.0,0.0,0.0,0.10888507,0.0014180971,0.0007116949,0.1268211,0.028365456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013933744,0.009962014,0.0,0.0,0.0,0.06252132,0.05648297,0.0,0.0,0.0041511552,0.0,0.0,0.0,0.0,0.0,0.0,0.27861685,0.0,0.014607067,0.0,0.0,0.0,0.0
IRF1,SOS1,0.009750565,0.0,0.0,0.0,0.013666832,0.0044289497,0.0,0.0,0.0,0.020699685,0.003957481,0.0,0.18001474,0.032294013,0.0,0.0,0.015201969,0.0,0.0,0.0,0.0,0.005533242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00936166,0.0,0.084060736,0.0,0.009677865,0.0,0.0,0.0,0.0
IRF1,SP110,0.005036157,0.0032139875,0.0,0.0,0.010088642,0.0024621664,0.005757484,0.0,0.0,0.03364763,0.001123911,0.0,0.04375398,0.0034647507,0.00022613272,0.00035883833,0.010844404,0.0005869558,0.00038056404,0.0005011737,0.0,0.0030694543,0.009150678,0.008639956,0.009439428,0.0,0.0,0.053178035,0.031479996,0.0,0.00078901195,0.003542555,0.002023393,0.0,0.0,0.0,0.0027934634,0.0,0.0,0.0014271792,0.005888408,0.00094716944,0.0,0.0008466808,0.06343137
IRF1,SPON2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018121574,0.0,0.17030941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044524716,0.0,0.0,0.020433936,0.0043056333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019156569,0.0,0.24432057,0.0,0.0010929271,0.0,0.0,0.0,0.032078736
IRF1,SPPL2A,0.021169802,0.015409231,0.0,0.0084809195,0.12934843,0.0723437,0.08361564,0.0,0.015143874,0.24439402,0.022609944,0.007692649,0.4783761,0.1150771,0.022382438,0.006891327,0.05309379,0.010080549,0.011921241,0.005913434,0.0017405486,0.007874141,0.1335835,0.09067105,0.14071575,0.031219607,0.0,0.16881068,0.1234542,0.13508055,0.013492413,0.065143906,0.008131578,0.0,0.078887016,0.097818136,0.012384601,0.0,0.4636088,0.021838754,0.086066805,0.02226377,0.002783844,0.016080672,0.1994083
IRF1,SRGN,0.0,0.0,0.0,0.0,0.022268493,0.004544393,0.000611617,0.0,0.0,0.08620489,0.0,0.0,0.17680402,0.016089702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812821,0.005859652,0.0,0.0,0.0,0.12578526,0.05239759,0.0033296002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2420137,0.0,0.031948406,0.0001409521,0.0,0.0,0.07170452
IRF1,SSR1,0.0,0.0,0.0,0.0,0.0,0.008094941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037289176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008860569,0.0,0.0,0.0,0.0,0.039845772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF1,STAT4,0.00047298963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002568458,0.00043513215,0.0,0.0,0.0,0.0,0.0,0.0015991349,0.004090744,0.0,0.0,0.106633656,0.15730703,0.0,0.000119266166,0.0,0.00033085194,0.0,0.0,0.011742491,0.00019001322,0.0,0.09124982,0.0,0.0,0.00055014243,0.0,0.00045426816,0.0
IRF1,STIM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03563946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013721512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF1,STK10,0.002371708,0.0,0.0,0.0,0.02327766,0.0061506485,0.0,0.0,0.00048048832,0.0,0.00010648182,0.0,0.14569426,0.01544061,0.0005755295,0.0,0.0043012244,0.0,0.00021899186,0.0012890184,0.0,0.0,0.0,0.008133052,0.012389231,0.0,0.0,0.0,0.027868744,0.0,0.00035433786,0.0,0.0014797068,0.0,0.0,0.0,0.00032836877,0.0,0.2446085,0.0,0.010360289,0.0005809583,0.00079660857,0.0,0.04353303
IRF1,STK17B,0.0,0.0055453056,0.0,0.0,0.015611651,0.0,0.0053232564,0.0,0.0,0.027046477,0.0013428532,0.0004587159,0.047509108,0.01519422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073485775,0.0,0.0036884712,0.0,0.0,0.051121138,0.01727131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07968256,0.0012257296,0.0030156274,0.0,0.0,0.0,0.06293007
IRF1,SUMO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5687182,0.0,0.0,0.0,0.0,0.0,0.29322857
IRF1,SUN2,0.014325592,0.0,0.0,0.0,0.08326198,0.01795056,0.0044855736,0.0,0.0,0.06708574,0.0,0.0031065687,0.3175739,0.026794516,0.0020379247,0.0011452371,0.02382244,0.0030686832,0.0,0.0,0.0,0.011231883,0.019449469,0.015951537,0.039404392,0.0,0.0,0.1081461,0.09621256,0.0,0.0046881293,0.008292367,0.005034724,0.0,0.008503867,0.010791533,0.0,0.0,0.51087743,0.004755371,0.017550884,0.0038551209,0.0,0.0,0.10637429
IRF1,TAF7,0.0,0.0,0.0,0.0,0.0,0.0,0.014164815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028944192,0.031728245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079225395,0.0,0.33343175,0.0,0.0,0.0,0.0,0.0,0.040640175
IRF1,TBX21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058767997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014365663,0.010271361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14117886,0.0,0.0,0.0,0.0,0.0,0.019771028
IRF1,TLE4,0.00041651254,0.0,0.0,0.0,0.10191626,0.025436474,0.008733177,0.0,0.0,0.09485749,0.0019767547,0.0,0.27591938,0.028744068,0.0,0.0,0.0,0.0,0.0,0.008980826,0.0,0.0,0.077745155,0.04475919,0.023553545,0.0,0.0,0.073875844,0.009574008,0.019569052,0.0,0.0,0.0,0.0,0.0065722708,0.010588268,0.0,0.0019026899,0.26136833,0.0038179164,0.035938825,0.0,0.0,0.004045302,0.07787296
IRF1,TMC8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016369426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025674803,0.0,0.0,0.0,0.0
IRF1,TMEM131L,0.0017400847,0.0011953207,0.0,0.0021690477,0.17159462,0.021739539,0.0075095044,0.0,0.0,0.24178308,0.0029626682,0.0016075942,0.29336464,0.046133462,0.0,0.0054486874,0.013661113,0.0049727974,0.0,0.0031471236,0.0,0.0050544767,0.12722175,0.050285477,0.06286826,0.0,0.0,0.19997048,0.081370264,0.009005268,0.001320711,0.0,0.0,0.0,0.008490718,0.02428552,0.0077612074,0.0,0.31732535,0.0,0.037931494,0.0019852067,0.0,0.0025386065,0.18816751
IRF1,TNFRSF1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24803011,0.0,0.0009022237,0.0,0.012295179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015373357,0.0021966067,0.0,0.0,0.0,0.0024005927,0.0,0.0,0.0,0.0,0.0
IRF1,TNRC6B,0.0,0.0,0.0,0.0,0.003728561,0.0,0.0051430482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012312019,0.0,0.002002677,0.0,0.0,0.009937879,0.0038047275,0.0132597275,0.0,0.0,0.10884627,0.056565885,0.016087806,0.0,0.005793603,0.0,0.0,0.0,0.0,0.0,0.0,0.18655898,0.0,0.0,0.0013652523,0.0,0.0029441565,0.09686785
IRF1,TRG-AS1,0.0,0.0,0.0,0.0,0.0088828895,0.0011103817,0.0,0.0,0.0,0.0,0.0,0.0,0.2389935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008657987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08272907,0.0,0.0023384956,0.0,0.0,0.0,0.0
IRF1,TSPOAP1-AS1,0.0,0.0,0.0,0.0,0.016492018,0.0,0.0,0.0,0.0,0.010301596,0.0033758364,0.0,0.25019148,0.0,0.0,0.0,0.0,0.0,0.0,0.0018718645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031131284,0.008733634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037162933,0.0,0.19436415,0.0,0.0055916137,0.0,0.0,0.0,0.04624136
